work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2021,Data Analyst  ,Engineering,INR,52555,49715,DE,MI,FT,Hybrid,UK,M
2022,Data Engineer  ,Engineering,EUR,58071,60956,MX,SE,PT,Remote,IN,M
2021,Data Engineer  (Remote),Data Science,us dolars,50239,110846,UK,MI,PT,In-person,JP,L
2020,Statistician  (Remote),Data Science,EUR,153441,46303,JP,MI,FT,Hybrid,UK,L
2021,Statistician  ,,,127138,143318,JP,,CT,In-person,US,
2021,Data Scientist  in office,Data Science,INR,79151,54031,IN,SE,CT,Remote,MX,S
2020,Data Engineer  (Remote),Data Science,us dolars,32203,124786,JP,EN,CT,In-person,IN,M
2020,Data Engineer  (Remote),ML/AI,GBP,174707,117389,UK,SE,PT,Remote,DE,S
2022,Data Engineer  (Remote),,,162216,179049,JP,,FT,In-person,MX,
2022,Statistician  (Remote),Data Science,us dolars,193771,72707,DE,EX,FL,In-person,IN,L
2020,Data Analyst  ,Engineering,JPY,121663,175537,CN,EN,PT,In-person,UK,S
2020,Machine Learning Engineer  in office,ML/AI,GBP,159844,105761,JP,MI,FT,Remote,MX,S
2022,Statistician  (Remote),Engineering,JPY,42213,177712,US,MI,CT,Remote,CN,S
2021,Data Engineer  (Remote),Engineering,GBP,46944,61535,US,EX,CT,Remote,UK,L
2020,Statistician  in office,Analysis,JPY,96723,32991,CN,SE,CT,Hybrid,JP,S
2022,Data Scientist  (Remote),Analysis,JPY,98947,178873,US,MI,FT,Remote,IN,S
2021,Data Engineer  in office,Data Science,EUR,195529,119680,US,EX,CT,Hybrid,UK,L
2020,Data Scientist  ,Engineering,us dolars,65191,37965,DE,EX,FT,Remote,US,M
2021,Data Engineer  (Remote),,,102264,174802,DE,,PT,Hybrid,US,
2022,Statistician  in office,Analysis,INR,194816,59553,DE,EX,FL,In-person,IN,L
2020,Data Analyst  (Remote),Analysis,EUR,193958,148802,JP,EX,CT,In-person,MX,S
2021,Machine Learning Engineer  ,Engineering,us dolars,129846,38301,CN,EX,PT,Remote,JP,S
2020,Data Scientist  in office,Analysis,EUR,149550,48936,US,EX,PT,Hybrid,CN,M
2021,Statistician  in office,Analysis,us dolars,114963,175227,IN,EX,FT,In-person,IN,L
2022,Data Analyst  in office,ML/AI,GBP,30972,157978,CN,EX,PT,In-person,JP,M
2022,Statistician  (Remote),Engineering,JPY,129219,157230,IN,MI,FT,Hybrid,US,M
2020,Data Scientist  in office,Analysis,INR,167693,78848,US,EN,FT,Remote,UK,L
2021,Machine Learning Engineer  in office,Engineering,EUR,79738,32042,UK,SE,PT,In-person,DE,M
2020,Statistician  in office,Analysis,EUR,84777,179637,CN,EN,FT,Remote,UK,S
2020,Data Engineer  ,ML/AI,EUR,44530,67260,JP,SE,FT,Remote,US,L
2021,Data Analyst  in office,Engineering,EUR,168426,66326,IN,EN,FT,Hybrid,CN,L
2021,Statistician  in office,,,76529,72581,CN,,PT,Hybrid,MX,
2021,Data Analyst  in office,ML/AI,us dolars,132895,164730,CN,EX,FL,In-person,US,S
2022,Data Engineer  ,Analysis,JPY,81714,111855,DE,EN,FT,Hybrid,UK,S
2020,Machine Learning Engineer  in office,Engineering,GBP,154750,114614,UK,EN,CT,In-person,UK,M
2020,Machine Learning Engineer  (Remote),Analysis,JPY,150883,132188,DE,SE,PT,In-person,CN,M
2022,Data Engineer  in office,Engineering,JPY,173622,198620,UK,SE,PT,In-person,CN,M
2021,Data Analyst  (Remote),Engineering,GBP,118196,180740,UK,MI,FT,Remote,US,M
2022,Statistician  ,Analysis,JPY,90385,183618,JP,EX,PT,Remote,UK,M
2022,Data Engineer  ,ML/AI,us dolars,94736,67874,CN,EX,CT,Hybrid,MX,M
2022,Data Scientist  in office,Data Science,INR,60268,81318,DE,MI,FL,Hybrid,DE,L
2020,Data Analyst  in office,ML/AI,GBP,165362,67165,DE,SE,PT,In-person,DE,L
2022,Machine Learning Engineer  ,ML/AI,EUR,60138,86820,IN,EX,PT,In-person,IN,L
2020,Data Engineer  ,Analysis,us dolars,154650,75411,CN,SE,PT,Remote,DE,L
2020,Machine Learning Engineer  ,ML/AI,INR,43432,115312,US,EX,FT,Remote,US,L
2020,Data Analyst  (Remote),ML/AI,us dolars,97058,66479,US,EN,CT,In-person,US,L
2021,Machine Learning Engineer  (Remote),Data Science,us dolars,88175,150567,IN,EN,FL,In-person,IN,M
2020,Data Engineer  in office,ML/AI,EUR,63329,129890,UK,EX,CT,Hybrid,MX,L
2020,Data Analyst  (Remote),Data Science,INR,173400,69906,IN,EX,CT,In-person,JP,S
2021,Data Scientist  ,Analysis,us dolars,195319,159523,IN,EX,PT,In-person,MX,L
2020,Data Engineer  in office,Data Science,EUR,36677,103198,DE,MI,FL,In-person,IN,S
2022,Statistician  (Remote),Engineering,GBP,80357,102940,IN,EX,CT,Remote,JP,S
2022,Data Engineer  in office,,,85812,39542,MX,,FL,Remote,JP,
2020,Data Analyst  (Remote),Data Science,JPY,71616,57774,UK,MI,FT,Hybrid,UK,M
2021,Data Engineer  in office,Engineering,EUR,75534,169628,US,EN,PT,Hybrid,CN,M
2022,Data Scientist  ,Analysis,EUR,94162,108342,JP,EX,FT,Hybrid,DE,S
2021,Data Scientist  ,,,74711,147887,CN,,FL,In-person,MX,
2021,Statistician  ,Data Science,us dolars,183877,156081,IN,EN,PT,In-person,JP,S
2022,Machine Learning Engineer  (Remote),Analysis,INR,125980,44864,CN,MI,FT,Remote,UK,M
2021,Data Analyst  in office,Engineering,EUR,50143,125552,IN,SE,PT,In-person,IN,M
2022,Data Analyst  in office,Analysis,EUR,138380,88989,MX,MI,FT,In-person,IN,M
2021,Machine Learning Engineer  in office,Data Science,JPY,177089,86093,CN,EN,CT,Remote,MX,M
2022,Data Scientist  (Remote),Engineering,JPY,71423,63749,DE,MI,PT,Hybrid,MX,L
2020,Data Scientist  ,,,71713,89739,DE,,FL,In-person,JP,
2022,Data Engineer  ,Analysis,GBP,104310,47305,CN,MI,PT,Remote,MX,L
2022,Statistician  in office,Engineering,JPY,32205,107474,IN,EX,FL,Remote,UK,S
2022,Statistician  in office,Analysis,INR,83266,46318,MX,MI,FT,Hybrid,US,L
2022,Statistician  (Remote),Analysis,GBP,173414,82810,MX,EN,FT,Remote,MX,L
2021,Data Engineer  in office,Data Science,INR,111863,156662,IN,MI,FL,Hybrid,CN,L
2020,Statistician  in office,Data Science,JPY,182272,151752,UK,EX,FT,Hybrid,CN,M
2022,Machine Learning Engineer  (Remote),Data Science,GBP,168260,198892,US,EN,PT,Hybrid,DE,M
2021,Data Engineer  in office,Data Science,EUR,156233,91800,US,MI,FT,Hybrid,JP,M
2020,Machine Learning Engineer  ,Data Science,JPY,32808,100942,MX,EN,FL,Hybrid,US,M
2020,Data Engineer  (Remote),Data Science,GBP,43851,50661,JP,EX,FL,Remote,DE,M
2020,Statistician  ,Engineering,INR,160982,113394,US,SE,CT,In-person,US,L
2020,Machine Learning Engineer  in office,Data Science,INR,176130,60816,JP,EX,FL,Hybrid,CN,L
2022,Machine Learning Engineer  in office,,,-44620,42850,DE,,FT,Hybrid,UK,
2022,Machine Learning Engineer  (Remote),Engineering,INR,92995,187716,JP,EN,FL,In-person,MX,M
2021,Data Engineer  (Remote),Analysis,GBP,66681,82919,JP,EN,FT,In-person,JP,L
2021,Data Analyst  (Remote),,,94509,57428,US,,FT,Hybrid,US,
2021,Statistician  (Remote),Data Science,INR,97703,135023,MX,SE,CT,In-person,US,M
2020,Machine Learning Engineer  in office,Analysis,us dolars,72136,144160,IN,SE,FT,Hybrid,US,S
2020,Data Analyst  in office,,,123699,136898,MX,,FL,Remote,CN,
2022,Statistician  ,Analysis,JPY,118456,194452,DE,EX,FL,In-person,JP,L
2020,Statistician  ,ML/AI,EUR,113086,102822,UK,SE,FL,In-person,UK,S
2020,Machine Learning Engineer  (Remote),ML/AI,JPY,197415,105604,JP,SE,FT,Remote,UK,M
2020,Machine Learning Engineer  in office,ML/AI,JPY,147529,164089,JP,SE,FL,In-person,US,L
2021,Data Engineer  (Remote),ML/AI,EUR,48254,39926,CN,MI,PT,Remote,UK,L
2021,Data Analyst  (Remote),Engineering,GBP,91273,74508,JP,MI,PT,Hybrid,DE,L
2022,Data Analyst  (Remote),Data Science,INR,147574,184558,MX,SE,FL,In-person,UK,M
2020,Machine Learning Engineer  (Remote),Analysis,us dolars,144847,155799,IN,EX,FT,In-person,US,M
2020,Statistician  (Remote),Data Science,us dolars,135547,125933,UK,EN,FL,Remote,DE,S
2022,Machine Learning Engineer  in office,Analysis,us dolars,42926,190583,MX,EX,PT,Hybrid,JP,L
2020,Statistician  ,,,119527,155030,CN,,FT,Hybrid,IN,
2020,Statistician  (Remote),Engineering,EUR,137387,144541,MX,SE,FL,Remote,CN,S
2021,Machine Learning Engineer  in office,ML/AI,GBP,57563,40002,US,MI,FT,In-person,UK,M
2022,Data Scientist  (Remote),Data Science,us dolars,191760,78586,DE,MI,FL,In-person,MX,L
2022,Data Analyst  in office,Analysis,GBP,195202,98737,IN,EN,CT,Remote,DE,S
2022,Statistician  ,Data Science,us dolars,30925,159157,UK,SE,FT,Remote,IN,L
2022,Statistician  ,Engineering,EUR,81595,57048,DE,MI,PT,Remote,JP,M
2021,Data Scientist  in office,Engineering,INR,160249,157912,US,SE,PT,In-person,IN,M
2021,Data Engineer  (Remote),Data Science,INR,46321,109517,DE,SE,PT,Remote,JP,S
2020,Data Scientist  ,ML/AI,INR,171841,175597,CN,EN,PT,Hybrid,US,S
2020,Data Scientist  (Remote),Analysis,INR,197820,151443,JP,SE,FL,Remote,US,L
2020,Statistician  (Remote),Engineering,JPY,46151,82634,JP,SE,FL,Hybrid,CN,M
2020,Data Analyst  in office,Engineering,us dolars,106133,91491,IN,EN,FT,Hybrid,CN,M
2021,Data Scientist  (Remote),Data Science,INR,64187,152416,DE,MI,CT,Remote,JP,S
2022,Data Engineer  in office,Engineering,JPY,73835,35565,MX,EX,CT,Hybrid,IN,S
2021,Machine Learning Engineer  in office,Engineering,JPY,30059,110483,JP,SE,FT,In-person,CN,L
2020,Data Scientist  in office,Analysis,JPY,57235,136234,IN,EN,PT,Remote,UK,M
2021,Data Scientist  ,ML/AI,GBP,124208,102053,IN,MI,CT,In-person,IN,L
2022,Data Engineer  (Remote),Analysis,GBP,97114,44287,CN,SE,CT,In-person,CN,L
2022,Data Analyst  in office,ML/AI,JPY,159191,107365,IN,EX,FT,Hybrid,IN,S
2021,Data Scientist  in office,,,142831,163494,US,,PT,In-person,MX,
2021,Data Scientist  (Remote),,,151889,59060,MX,,FL,In-person,UK,
2021,Data Analyst  ,Engineering,EUR,111583,71633,JP,SE,FL,Remote,IN,L
2020,Data Engineer  in office,,,-62160,135251,JP,,CT,Remote,IN,
2021,Data Scientist  in office,Data Science,INR,129011,43790,UK,EX,FL,In-person,DE,M
2021,Data Analyst  in office,Engineering,INR,35277,161059,US,EX,FT,Hybrid,JP,M
2021,Data Scientist  in office,Engineering,EUR,162852,186240,JP,EN,CT,Hybrid,US,M
2022,Machine Learning Engineer  (Remote),Engineering,EUR,147101,185091,CN,SE,CT,Remote,CN,M
2022,Statistician  in office,Analysis,INR,90750,33668,JP,EN,PT,Remote,MX,S
2020,Machine Learning Engineer  ,Data Science,EUR,86902,106280,UK,MI,FL,Remote,CN,S
2020,Data Scientist  (Remote),Data Science,INR,146849,58754,DE,EN,PT,Hybrid,CN,S
2022,Data Engineer  ,Engineering,EUR,127052,115058,DE,EX,CT,Remote,JP,S
2022,Statistician  (Remote),ML/AI,EUR,157894,34509,US,SE,FL,In-person,IN,L
2022,Machine Learning Engineer  (Remote),Data Science,INR,193233,163572,IN,SE,PT,Hybrid,UK,S
2021,Data Analyst  (Remote),Analysis,JPY,192958,148981,UK,EX,FL,In-person,UK,S
2021,Data Engineer  ,ML/AI,INR,169872,105440,UK,EX,CT,Remote,US,M
2022,Machine Learning Engineer  ,ML/AI,us dolars,79460,56921,JP,MI,CT,Hybrid,US,L
2021,Data Analyst  in office,ML/AI,EUR,159424,84551,CN,EX,CT,Remote,US,S
2021,Data Scientist  ,ML/AI,GBP,100975,46683,JP,EX,FT,Hybrid,UK,L
2020,Data Analyst  in office,Data Science,EUR,163436,107952,CN,EX,PT,Remote,IN,L
2022,Machine Learning Engineer  (Remote),Engineering,us dolars,46568,44833,UK,SE,PT,Hybrid,US,L
2022,Machine Learning Engineer  in office,ML/AI,GBP,199164,48290,IN,EX,CT,Hybrid,US,L
2021,Data Scientist  ,Analysis,GBP,92679,44003,DE,EN,PT,Hybrid,MX,M
2022,Data Analyst  (Remote),Analysis,INR,95781,153086,US,EN,CT,In-person,UK,M
2020,Data Analyst  (Remote),Engineering,JPY,38430,101656,MX,SE,PT,Remote,CN,L
2020,Data Scientist  in office,Data Science,INR,68692,71253,CN,MI,FL,Remote,IN,L
2020,Data Analyst  in office,Engineering,GBP,60086,118022,DE,MI,PT,Hybrid,US,L
2022,Data Scientist  ,ML/AI,GBP,79671,183778,US,SE,CT,In-person,IN,M
2022,Data Engineer  (Remote),Data Science,JPY,174973,117231,IN,EN,PT,Hybrid,DE,M
2022,Machine Learning Engineer  in office,,,-33907,134791,UK,,FL,Remote,CN,
2022,Data Engineer  (Remote),ML/AI,JPY,58604,62716,IN,EX,FL,Remote,CN,L
2022,Statistician  ,,,67869,36880,CN,,FL,Hybrid,US,
2020,Statistician  (Remote),ML/AI,EUR,175609,58949,UK,MI,CT,Hybrid,US,L
2021,Statistician  in office,Engineering,INR,173573,96064,JP,EN,FT,Hybrid,MX,M
2020,Data Scientist  ,ML/AI,JPY,149261,73093,US,MI,CT,Remote,UK,S
2022,Data Analyst  ,Analysis,EUR,198443,183916,JP,MI,FL,Hybrid,CN,S
2020,Data Engineer  (Remote),ML/AI,JPY,144639,183432,UK,EN,PT,Hybrid,MX,M
2022,Data Engineer  in office,Engineering,us dolars,141690,117941,MX,EX,FL,Remote,DE,M
2022,Data Engineer  (Remote),Engineering,GBP,197893,157668,US,EN,FT,Hybrid,DE,S
2020,Data Engineer  (Remote),Analysis,EUR,155592,154240,US,EN,FT,In-person,DE,S
2022,Statistician  (Remote),Engineering,GBP,36073,73322,JP,SE,FL,Remote,JP,S
2021,Data Engineer  in office,Engineering,us dolars,48101,181776,US,EN,CT,Hybrid,UK,L
2022,Data Analyst  (Remote),ML/AI,EUR,192498,78181,UK,SE,FT,Hybrid,UK,S
2021,Statistician  (Remote),,,-124877,191661,MX,,FL,Remote,US,
2021,Data Engineer  ,Engineering,GBP,37313,117972,CN,EN,CT,Remote,UK,L
2022,Data Scientist  ,Engineering,EUR,191845,142431,CN,EX,PT,In-person,US,L
2020,Machine Learning Engineer  ,,,-189075,120179,UK,,CT,Hybrid,MX,
2021,Machine Learning Engineer  in office,Analysis,GBP,89668,113562,JP,SE,FT,Hybrid,US,L
2020,Machine Learning Engineer  (Remote),ML/AI,EUR,121956,170284,IN,EX,CT,Hybrid,JP,S
2021,Statistician  (Remote),ML/AI,GBP,145087,174922,UK,SE,CT,Remote,MX,L
2022,Data Engineer  ,Engineering,GBP,149451,69767,CN,SE,PT,Remote,UK,M
2022,Statistician  (Remote),Data Science,INR,122675,37322,UK,EX,FL,Remote,UK,S
2021,Data Analyst  in office,Data Science,INR,121634,65911,US,MI,CT,Hybrid,JP,M
2022,Data Scientist  (Remote),ML/AI,us dolars,174654,35678,US,EN,PT,Hybrid,JP,M
2021,Data Scientist  ,Analysis,INR,139119,95265,UK,EN,FT,Remote,MX,M
2022,Machine Learning Engineer  in office,Engineering,INR,174832,96918,JP,EN,FL,In-person,MX,L
2020,Machine Learning Engineer  (Remote),Engineering,us dolars,101791,182852,IN,EN,FT,Hybrid,UK,L
2022,Machine Learning Engineer  (Remote),Data Science,GBP,112158,188578,US,EN,FL,In-person,UK,M
2020,Data Engineer  (Remote),ML/AI,GBP,197055,90510,CN,EN,CT,Remote,MX,M
2022,Data Analyst  in office,,,59715,72202,MX,,CT,Hybrid,US,
2020,Data Analyst  (Remote),Data Science,us dolars,197487,162777,US,EN,FL,In-person,IN,M
2022,Data Analyst  ,ML/AI,GBP,118260,117983,CN,SE,FT,Hybrid,CN,L
2020,Data Analyst  ,Analysis,JPY,164724,120016,MX,EX,FT,In-person,US,L
2021,Machine Learning Engineer  ,Engineering,EUR,56297,61051,IN,MI,FT,Hybrid,DE,M
2021,Data Scientist  ,Analysis,EUR,175100,147282,MX,SE,CT,In-person,DE,L
2020,Machine Learning Engineer  in office,ML/AI,EUR,174875,107665,US,MI,FL,In-person,IN,S
2022,Data Analyst  ,ML/AI,INR,36307,154559,MX,EX,FL,Remote,CN,L
2020,Machine Learning Engineer  ,Engineering,EUR,192397,191857,JP,EN,FT,Remote,JP,M
2022,Data Analyst  ,Analysis,EUR,88616,152827,CN,MI,CT,In-person,DE,L
2021,Statistician  in office,Engineering,JPY,192646,59402,US,MI,FL,Hybrid,JP,S
2022,Data Scientist  in office,Data Science,GBP,149828,32704,US,EX,FL,In-person,JP,S
2021,Statistician  (Remote),Data Science,JPY,176004,57027,UK,EX,FT,Hybrid,US,L
2022,Data Engineer  ,Data Science,INR,176821,89092,JP,EX,FT,Hybrid,JP,S
2022,Machine Learning Engineer  (Remote),Analysis,EUR,38727,35725,JP,SE,FL,Hybrid,IN,S
2022,Data Engineer  in office,Data Science,GBP,47332,94105,UK,SE,CT,Hybrid,US,L
2020,Machine Learning Engineer  (Remote),Engineering,EUR,171906,186295,MX,MI,PT,Remote,IN,L
2020,Statistician  in office,Analysis,EUR,181397,122305,CN,EX,FL,In-person,JP,L
2021,Data Analyst  (Remote),Engineering,INR,170285,188456,DE,MI,FL,Hybrid,DE,M
2021,Data Analyst  ,,,-143741,92993,IN,,CT,Remote,CN,
2020,Machine Learning Engineer  in office,Analysis,us dolars,162475,127681,JP,EX,FL,Hybrid,JP,S
2021,Data Analyst  in office,Engineering,GBP,86971,138033,DE,SE,PT,Hybrid,IN,S
2020,Statistician  in office,Engineering,GBP,103042,60027,CN,EX,CT,Remote,UK,L
2022,Data Analyst  ,Analysis,us dolars,125195,173839,IN,MI,PT,Remote,UK,S
2021,Statistician  ,,,-168663,117017,JP,,PT,Hybrid,DE,
2021,Data Engineer  in office,Analysis,EUR,157144,48354,US,EN,FL,In-person,MX,M
2020,Statistician  in office,Data Science,EUR,42996,78777,JP,EN,PT,Remote,CN,L
2021,Data Scientist  ,Data Science,GBP,82485,182973,IN,MI,FL,In-person,IN,S
2021,Data Scientist  ,ML/AI,INR,77830,79966,MX,EX,FL,Hybrid,DE,L
2022,Data Scientist  ,Engineering,INR,64370,46515,DE,EN,CT,Hybrid,US,L
2021,Machine Learning Engineer  ,Engineering,INR,87572,185878,MX,MI,CT,Hybrid,JP,L
2022,Machine Learning Engineer  ,Engineering,EUR,59098,128698,US,SE,CT,Hybrid,MX,S
2020,Machine Learning Engineer  ,Analysis,INR,32196,33573,IN,SE,FL,Hybrid,US,L
2021,Statistician  (Remote),Analysis,us dolars,172163,135410,CN,MI,PT,Hybrid,UK,L
2022,Machine Learning Engineer  ,ML/AI,JPY,79262,73915,MX,EX,PT,In-person,JP,S
2020,Data Engineer  ,Data Science,INR,167095,35060,IN,EX,CT,Remote,US,M
2021,Data Scientist  in office,Engineering,JPY,50543,159471,JP,EX,CT,Hybrid,UK,M
2020,Statistician  in office,Data Science,EUR,132171,85421,CN,EX,FL,Remote,CN,S
2021,Data Scientist  (Remote),Analysis,INR,100540,75610,UK,MI,FT,In-person,US,M
2020,Machine Learning Engineer  ,Analysis,GBP,171035,40933,UK,MI,FT,Hybrid,JP,L
2020,Statistician  in office,Analysis,EUR,174868,102168,MX,SE,FL,Hybrid,US,S
2022,Data Analyst  in office,Data Science,us dolars,70972,73898,US,SE,FT,Remote,MX,L
2020,Data Engineer  (Remote),ML/AI,us dolars,102613,35589,IN,EX,FT,Remote,MX,L
2021,Machine Learning Engineer  ,ML/AI,JPY,125384,41612,DE,EN,FT,Remote,JP,S
2021,Machine Learning Engineer  in office,Analysis,JPY,108062,77611,US,EN,CT,Hybrid,US,L
2022,Data Engineer  ,Engineering,GBP,33261,48888,CN,SE,PT,Remote,DE,S
2021,Data Engineer  (Remote),,,47046,49417,MX,,PT,Remote,CN,
2021,Data Analyst  (Remote),Analysis,us dolars,43397,75440,US,MI,CT,In-person,US,M
2021,Machine Learning Engineer  ,Data Science,INR,120805,196816,MX,SE,CT,Hybrid,US,L
2020,Machine Learning Engineer  (Remote),Data Science,us dolars,55757,41891,JP,SE,CT,Hybrid,MX,L
2020,Data Scientist  in office,ML/AI,us dolars,176371,102131,CN,EX,FT,Hybrid,MX,S
2021,Statistician  (Remote),Analysis,GBP,162974,92093,DE,EN,FL,Remote,DE,M
2022,Statistician  (Remote),ML/AI,JPY,148859,58557,IN,EN,FL,In-person,MX,L
2020,Data Scientist  ,Analysis,GBP,72399,141129,CN,MI,FT,Remote,UK,L
2022,Statistician  in office,,,78330,113817,IN,,FT,Hybrid,JP,
2021,Data Engineer  ,,,-164918,32192,IN,,CT,Remote,IN,
2021,Statistician  ,Data Science,us dolars,173431,64946,US,EX,CT,Hybrid,UK,M
2020,Statistician  ,Analysis,INR,98056,79884,JP,MI,PT,Remote,JP,M
2021,Data Scientist  (Remote),Engineering,us dolars,70832,76360,US,SE,CT,Remote,US,M
2020,Data Analyst  (Remote),ML/AI,EUR,181170,93252,UK,SE,FT,Hybrid,UK,L
2021,Statistician  ,ML/AI,GBP,147095,158651,UK,EX,PT,Remote,US,M
2021,Statistician  (Remote),Data Science,GBP,134987,71472,IN,MI,CT,Hybrid,UK,M
2020,Data Analyst  (Remote),,,-118672,65455,JP,,PT,Remote,UK,
2020,Data Scientist  ,Engineering,GBP,65885,58672,CN,EN,PT,Remote,IN,S
2020,Data Analyst  in office,ML/AI,GBP,51157,33756,IN,EN,CT,Remote,DE,L
2021,Data Scientist  in office,Analysis,GBP,49674,136927,CN,EX,FL,Hybrid,UK,S
2021,Data Engineer  (Remote),,,-62357,100030,IN,,FT,Remote,MX,
2022,Data Scientist  in office,ML/AI,us dolars,42578,88151,US,EN,FT,Remote,US,S
2020,Data Engineer  in office,,,-158457,64047,IN,,PT,In-person,IN,
2021,Data Engineer  (Remote),ML/AI,INR,163323,163293,IN,SE,FL,In-person,UK,S
2021,Data Scientist  in office,Engineering,EUR,198501,35164,JP,EN,FL,Hybrid,MX,S
2020,Machine Learning Engineer  (Remote),Analysis,JPY,186571,63622,JP,EX,CT,Hybrid,DE,S
2022,Data Scientist  ,Analysis,EUR,167493,65980,MX,SE,CT,Hybrid,US,M
2020,Statistician  in office,,,185663,149528,CN,,FT,Hybrid,IN,
2022,Statistician  ,Data Science,EUR,133229,114688,JP,EN,CT,Remote,JP,S
2021,Machine Learning Engineer  ,ML/AI,JPY,173274,184684,IN,MI,CT,Remote,CN,M
2022,Data Engineer  (Remote),Data Science,INR,153981,108066,JP,EN,PT,Hybrid,DE,L
2021,Machine Learning Engineer  in office,Engineering,JPY,180362,149947,JP,EN,FL,Hybrid,MX,L
2020,Statistician  in office,Analysis,EUR,179202,118660,DE,EN,FL,In-person,JP,L
2020,Machine Learning Engineer  in office,Analysis,JPY,67077,138115,DE,EN,CT,Hybrid,JP,L
2020,Data Scientist  in office,Data Science,EUR,145136,63043,UK,EN,CT,In-person,IN,M
2022,Machine Learning Engineer  (Remote),ML/AI,INR,180468,151886,US,EX,CT,Hybrid,IN,L
2021,Data Engineer  ,,,90530,107831,MX,,FT,Hybrid,IN,
2020,Data Scientist  in office,,,148179,96250,MX,,FT,Remote,MX,
2020,Data Analyst  in office,Engineering,INR,57122,199894,US,SE,PT,Hybrid,MX,L
2021,Statistician  (Remote),Analysis,GBP,59381,96345,JP,EX,FT,In-person,JP,M
2020,Statistician  in office,Engineering,JPY,135614,115898,UK,MI,FL,Remote,CN,S
2021,Machine Learning Engineer  in office,Analysis,JPY,184339,161108,UK,EN,FT,In-person,US,S
2021,Data Scientist  ,Engineering,EUR,143271,193474,CN,MI,FL,Hybrid,IN,M
2021,Data Analyst  in office,Data Science,INR,168160,120034,MX,SE,FT,Remote,DE,M
2021,Data Scientist  in office,Engineering,us dolars,127354,123923,DE,MI,FT,In-person,IN,S
2021,Statistician  ,Engineering,us dolars,157728,40273,UK,EN,PT,Hybrid,CN,S
2022,Data Scientist  in office,Data Science,us dolars,42822,186102,IN,SE,CT,In-person,IN,L
2020,Data Analyst  ,Analysis,GBP,197661,157419,CN,EN,CT,Hybrid,CN,M
2022,Machine Learning Engineer  (Remote),Analysis,INR,162508,82460,MX,EN,CT,In-person,IN,S
2020,Data Engineer  ,Data Science,us dolars,141201,140803,JP,EX,PT,Hybrid,JP,S
2022,Data Scientist  ,Engineering,GBP,57281,106939,IN,SE,FL,In-person,CN,M
2021,Data Engineer  in office,Engineering,JPY,118017,180111,US,SE,FT,Remote,US,M
2020,Statistician  in office,Engineering,EUR,126005,44017,MX,EN,PT,Hybrid,IN,S
2020,Machine Learning Engineer  in office,ML/AI,INR,114403,112901,DE,MI,FL,Hybrid,JP,M
2022,Machine Learning Engineer  in office,,,136023,143000,IN,,PT,In-person,DE,
2022,Data Scientist  ,Engineering,JPY,52766,69215,JP,MI,PT,Hybrid,US,S
2020,Machine Learning Engineer  (Remote),Analysis,INR,182285,42583,IN,MI,FL,Remote,JP,L
2022,Data Scientist  in office,Engineering,INR,123891,193991,IN,SE,CT,In-person,CN,L
2022,Data Scientist  ,Data Science,INR,92239,77025,UK,MI,FT,In-person,UK,M
2022,Data Engineer  (Remote),Data Science,INR,183609,87943,DE,SE,CT,In-person,DE,M
2021,Machine Learning Engineer  (Remote),Analysis,GBP,163866,170586,US,EX,PT,Remote,DE,S
2021,Data Scientist  (Remote),Analysis,GBP,193396,199488,JP,SE,FL,Remote,UK,L
2022,Data Engineer  ,Data Science,EUR,86764,31511,CN,SE,PT,Hybrid,JP,M
